PrdAcctId,Years since opening the account,churn?,ActTotBalFcy,CityCd,PinCode,Age,years for cust,CusType,MaritalStatus,ProfCd,SexCode,MemberType,KYCYN
OD,9.0,0,0.0,MUM,400037,36.0,20.0,2.0,1.0,1.0,M ,0.0,Y
OD,6.0,0,0.0,1900-04-14 00:00:00,400706,35.0,5.0,2.0,2.0,0.0,F ,0.0,Y
OD,3.0,0,-72679.2,MUM,400071,37.0,20.0,2.0,2.0,0.0,M ,2.0,Y
SB,13.0,1,0.0,MUM,400071,43.0,20.0,1.0,1.0,0.0,F ,1.0,Y
SB,14.0,1,0.0,MUM,400071,43.0,20.0,1.0,1.0,0.0,F ,1.0,Y
SB,15.0,0,610132.5,NMM,400706,68.0,20.0,10.0,2.0,2.0,F ,0.0,Y
SB,12.0,0,1232.2,MUM,400071,60.0,12.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,8760.03,MUM,400703,72.0,16.0,10.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,NBO,400709,55.0,16.0,1.0,2.0,2.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,410206,75.0,16.0,10.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,428332.07,MUM,410206,75.0,16.0,10.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,52.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400709,47.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,0.0,MUM,400709,24.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,0.0,MUM,400709,20.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400705,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,6339.26,MUM,400615,48.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,345.19,MUM,400709,40.0,16.0,1.0,1.0,0.0,M ,1.0,Y
SB,16.0,0,12685.43,MUM,400709,120.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,818.47,NMM,400709,60.0,16.0,1.0,2.0,0.0,F ,1.0,Y
SB,16.0,0,0.07,MUM,400706,42.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,47.1,MUM,410206,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,F ,0.0, 
SB,16.0,0,4691.93,MUM,4000071,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,510.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,63687.37,NMM,400709,68.0,16.0,10.0,2.0,1.0,M ,1.0,Y
SB,16.0,0,2031.86,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400605,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1073869.48,NBO,400701,48.0,16.0,1.0,2.0,1.0,M ,1.0,Y
SB,13.0,0,0.0,NBO,400701,48.0,16.0,1.0,2.0,1.0,M ,1.0,Y
SB,16.0,0,5070.09,MUM,400709,46.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,83.5,MUM,400709,48.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1018.0,MUM,0,57.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,43571.14,MUM,400709,35.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,2100.45,MUM,0,44.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,13735.45,MUM,400709,48.0,16.0,1.0,2.0,0.0,F ,1.0,Y
SB,16.0,0,6656.5,MUM,0,80.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,M ,0.0, 
SB,16.0,0,0.03,MUM,0,37.0,16.0,1.0,1.0,0.0,F ,0.0,Y
SB,16.0,0,24479.5,NMM,400709,77.0,16.0,10.0,2.0,98.0,M ,0.0,Y
SB,16.0,0,1677.91,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,402709,,,,,,,,
SB,16.0,0,44900.0,MUM,400709,55.0,16.0,1.0,2.0,0.0,M ,0.0,Y
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,400604,,,,,,,,
CA,16.0,0,0.0,MUM,400705,,,,,,,,
CA,16.0,0,0.0,MUM,400709,,,,,,,,
OD,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,400701,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,400701,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,1,0.0,MUM,400705,,,,,,,,
SB,16.0,0,40296.7,MUM,400709,78.0,16.0,1.0,2.0,0.0,M ,1.0,Y
CA,16.0,0,2510.69,NBO,410206,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1906.33,MUM,0,46.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400010,35.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,0.0,MUM,400703,40.0,16.0,1.0,1.0,0.0,F ,0.0,Y
SB,16.0,0,3023.0,MUM,400703,38.0,16.0,1.0,1.0,0.0,M ,1.0,Y
SB,16.0,0,8282.03,MUM,400005,36.0,16.0,1.0,1.0,0.0,F ,1.0,Y
SB,16.0,0,174604.28,MUM,400703,66.0,16.0,10.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,3367.04,MUM,400709,74.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,400709,46.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,2103.67,MUM,400709,40.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,1,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,45.0,16.0,1.0,1.0,0.0,F ,0.0, 
SB,16.0,0,405.0,NMM,400709,55.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,0,120.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1994.17,MUM,400709,66.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,0,54.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,F ,0.0, 
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,1574.94,MUM,0,37.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,96702.02,MUM,400703,59.0,16.0,1.0,2.0,0.0,F ,1.0,Y
SB,12.0,0,5173.5,MUM,400703,59.0,16.0,1.0,2.0,0.0,F ,1.0,Y
SB,16.0,0,0.0,MUM,400706,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,1803.07,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,1,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,1,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,1,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,981.41,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,2.0,Y
SB,16.0,0,0.0,NMM,400709,49.0,16.0,1.0,2.0,1.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,3329.93,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,9282.15,MUM,400703,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,177065.21,MUM,0,42.0,16.0,1.0,2.0,0.0,F ,1.0,Y
SB,16.0,0,8127.93,MUM,400709,49.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,68.82,MUM,400709,42.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,2316.0,MUM,400709,29.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,526.12,NBO,400709,59.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,44453.4,MUM,400709,47.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,1950.95,MUM,400709,38.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,11261.2,MUM,400709,75.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,1037.32,NMM,400709,51.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1024.31,MUM,400709,54.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,54.0,16.0,1.0,2.0,0.0,M ,1.0, 
OD,14.0,0,0.0,MUM,0,54.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,0.0,MUM,400709,53.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,52474.0,MUM,400709,50.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,51.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,NMM,400709,47.0,16.0,1.0,2.0,2.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,M ,0.0, 
SB,16.0,0,8921.1,MUM,400709,47.0,16.0,1.0,1.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,400071,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,3149.05,MUM,0,,,,,,,,
CA,16.0,0,49929.82,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,396.77,MUM,400603,,,,,,,,
CA,16.0,0,3647.12,MUM,400701,,,,,,,,
CA,16.0,0,4353.38,MUM,400701,,,,,,,,
SB,16.0,0,1255.07,NBO,400709,59.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,852.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,49.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,THN,400615,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,14.0,0,0.0,THN,400615,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
CA,16.0,0,0.0,MUM,400709,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
OD,11.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,1,0.0,MUM,0,,,,,,,,
SB,16.0,1,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.01,NBO,400709,56.0,16.0,1.0,2.0,11.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0, 
OD,15.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,3500.87,MUM,400709,31.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,875054.84,MUM,400701,61.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,54275.88,NBO,400709,42.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,1709.77,MUM,0,40.0,16.0,1.0,1.0,0.0,M ,0.0,Y
SB,16.0,0,1637.28,MUM,0,37.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,7590.82,MUM,400709,71.0,16.0,1.0,2.0,98.0,M ,0.0,Y
SB,16.0,0,0.74,MUM,400709,65.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,1.0,0.0,F ,0.0, 
SB,16.0,1,0.0,NMM,400701,50.0,16.0,1.0,2.0,1.0,M ,0.0,Y
SB,16.0,0,2229.94,NMM,400709,42.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,74.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,2610.93,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,13.0,0,144421.32,MUM,400703,84.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,1243.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400709,39.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400709,58.0,16.0,1.0,2.0,0.0,M ,2.0, 
SB,16.0,0,415937.76,NMM,400709,54.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,400709,52.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,265.09,NMM,400709,64.0,16.0,1.0,4.0,2.0,F ,0.0,Y
SB,12.0,0,0.0,NMM,400709,64.0,16.0,1.0,4.0,2.0,F ,0.0,Y
CA,16.0,0,0.0,MUM,400709,,,,,,,,
SB,14.0,0,482.19,NMM,400709,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,400709,46.0,16.0,11.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,997.81,MUM,400709,74.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,0,77.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,2476.85,MUM,400709,62.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1224.99,MUM,400709,49.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400709,42.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400080,55.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400080,26.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,209.22,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,N
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,367.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,N
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,0,0.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,0.11,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,1357.52,MUM,400709,61.0,16.0,1.0,2.0,0.0,F ,0.0,Y
SB,16.0,0,0.0,MUM,400701,48.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,133025.09,NBO,400709,70.0,16.0,10.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,7161.77,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,72162.29,NMM,400709,52.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,1174.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,188.39,MUM,400709,52.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,6132.45,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,0.0,MUM,0,49.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400001,59.0,16.0,1.0,2.0,0.0,M ,1.0, 
SB,16.0,1,0.0,MUM,400074,60.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,794.86,MUM,400055,68.0,16.0,1.0,2.0,0.0,F ,0.0,Y
CA,16.0,0,2501.51,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,0,50.0,16.0,1.0,2.0,0.0,M ,0.0, 
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,0.0,MUM,0,,,,,,,,
CA,16.0,0,5747.17,MUM,0,,,,,,,,
SB,16.0,0,0.0,MUM,0,39.0,16.0,1.0,2.0,0.0,M ,0.0, 
SB,16.0,0,0.0,MUM,400709,40.0,16.0,1.0,2.0,0.0,F ,0.0, 
SB,16.0,0,1551.7,MUM,400709,35.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,359.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,2101.5,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,N
SB,16.0,0,368.0,MUM,0,40.0,16.0,1.0,2.0,0.0,M ,1.0,N
SB,16.0,0,2146.4,MUM,400709,50.0,16.0,1.0,2.0,0.0,M ,0.0,Y
SB,16.0,0,51536.03,MUM,400701,60.0,16.0,1.0,2.0,0.0,M ,1.0,Y
SB,16.0,0,122348.38,MUM,400074,63.0,16.0,10.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,0.0,MUM,400709,53.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,245.27,MUM,400709,41.0,15.0,1.0,2.0,0.0,F ,1.0,Y
SB,15.0,1,0.0,MUM,400071,40.0,15.0,1.0,2.0,0.0,M ,0.0,N
SB,15.0,0,8971.14,MUM,400709,53.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,0.0,MUM,400709,48.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,7058.41,MUM,400709,70.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,12368.99,MUM,400709,65.0,15.0,1.0,1.0,0.0,M ,1.0,Y
SB,15.0,1,0.0,MUM,79,40.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,7502.86,NBO,400709,46.0,15.0,1.0,2.0,3.0,M ,1.0,Y
CA,15.0,0,0.0,MUM,0,,,,,,,,
SB,15.0,0,0.0,MUM,400709,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
OD,4.0,0,0.0,MUM,400709,,,,,,,,
OD,8.0,0,0.0,MUM,400709,,,,,,,,
CA,15.0,0,0.0,MUM,400709,,,,,,,,
CA,10.0,0,0.0,MUM,400709,,,,,,,,
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,F ,0.0, 
OD,8.0,0,0.0,MUM,0,,,,,,,,
CC,1.0,0,-991892.54,MUM,0,,,,,,,,
CA,15.0,0,0.0,MUM,0,,,,,,,,
SB,15.0,0,2327.07,MUM,400709,58.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,1865.71,NMM,400709,35.0,15.0,1.0,1.0,0.0,F ,0.0,Y
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0, 
SB,15.0,0,0.0,MUM,400613,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,367.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,33647.34,NBO,400709,47.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,26477.0,MUM,400709,57.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,0.0,MUM,400613,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.0,MUM,400709,64.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,1,0.0,MUM,400709,40.0,15.0,1.0,2.0,0.0,F ,0.0, 
SB,15.0,1,0.0,MUM,400709,51.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,0.0,MUM,400081,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.0,MUM,400709,40.0,15.0,1.0,2.0,0.0,F ,0.0,Y
SB,15.0,0,0.0,MUM,400043,40.0,15.0,1.0,2.0,0.0,M ,0.0,Y
CA,15.0,0,0.0,MUM,400709,,,,,,,,
SB,15.0,0,367.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,4484.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0, 
SB,15.0,0,0.0,MUM,400709,51.0,15.0,1.0,2.0,0.0,M ,0.0, 
OD,15.0,0,0.0,MUM,0,,,,,,,,
CA,15.0,0,0.0,MUM,0,,,,,,,,
SB,15.0,0,0.0,MUM,400074,58.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.0,MUM,400709,56.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,1126.14,MUM,400709,58.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,117.43,MUM,0,40.0,15.0,1.0,2.0,0.0,F ,0.0,N
SB,15.0,0,0.0,MUM,0,59.0,15.0,1.0,2.0,0.0,M ,0.0, 
CA,15.0,0,3002.05,MUM,0,,,,,,,,
SB,15.0,0,4495.93,MUM,0,67.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,7712.64,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,1.0,Y
SB,15.0,0,184.97,MUM,400709,48.0,15.0,1.0,2.0,0.0,F ,1.0,Y
SB,15.0,0,68534.5,NBO,400709,74.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,0.0,MUM,0,46.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,18984.7,MUM,400709,61.0,15.0,10.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,706807.92,MUM,400709,35.0,15.0,1.0,1.0,1.0,F ,0.0,Y
SB,15.0,0,146039.12,MUM,400701,53.0,15.0,1.0,1.0,0.0,F ,0.0,Y
SB,15.0,1,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,352982.35,MUM,400703,40.0,15.0,1.0,2.0,0.0,M ,0.0,Y
SB,15.0,0,0.1,MUM,0,40.0,15.0,1.0,2.0,0.0,F ,0.0,Y
SB,15.0,0,67261.09,NMM,400709,40.0,15.0,1.0,1.0,1.0,F ,0.0,Y
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.06,MUM,0,53.0,15.0,1.0,2.0,0.0,M ,0.0,N
SB,15.0,0,209.87,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,0.0,N
SB,15.0,0,0.0,MUM,0,51.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,0.0,MUM,0,40.0,15.0,1.0,2.0,0.0,M ,0.0, 
SB,15.0,0,40046.0,MUM,400709,50.0,15.0,1.0,2.0,0.0,F ,0.0,Y
